forma;parte;score
sonda;1;-0.597
suco;1;0.6924
suplemento;1;0.2634
suprir;1;-0.3278
tempero;1;0.9996
tomar;1;0.695
tranquilo;1;0.2504
tratamento;1;1.4296
trocar;1;-1.3008
uso;1;1.0031
uti;1;-0.4079
vender;1;-0.5772
verdura;1;0.3168
verduras;1;0.5453
via;1;1.801
vida;1;-0.8904
vitamina;1;0.4056
voltar;1;-0.4445
vomitar;1;0.3
vontade;1;-0.4079
ácido;1;0.5995
água;1;0.3619
ótimo;1;-0.839
acabar;2;0.761
aceitar;2;0.562
acompanhar;2;-0.5622
acostumar;2;0.4558
acreditar;2;2.0149
adaptar;2;-0.1872
adiantar;2;0.2382
adolescente;2;-0.1248
adorar;2;-0.3746
agradecer;2;3.5004
ajudar;2;0.4308
alimentação;2;-0.9598
alteração;2;-0.1872
alto;2;-0.1248
ambiente;2;-0.1872
amendoim;2;-0.1872
apetite;2;-0.4996
aprender;2;-0.5622
apresentar;2;-0.1872
arroz;2;0.3088
arrumar;2;-0.1872
atrapalhar;2;1.0503
autismo;2;-0.1872
azedo;2;-0.0624
açúcar;2;-0.4371
bastante;2;0.8571
bater;2;-0.8127
beber;2;0.2712
bem;2;-0.3952
benefício;2;-0.1872
besteira;2;1.4895
boca;2;0.607
bola;2;-0.1248
bolo;2;-0.1248
bonito;2;0.4558
botar;2;-0.1872
braço;2;-0.1872
brigar;2;0.4558
básico;2;-0.3746
cabeça;2;-0.3121
café;2;0.3593
carne;2;0.3088
casa;2;-0.4584
casca;2;-0.2496
cheiro;2;0.544
comer;2;0.5166
começar;2;0.3595
comida;2;0.9545
comprar;2;1.4666
conhecimento;2;-0.4371
conseguir;2;-0.2882
consulta;2;-0.1872
contar;2;-0.4371
continuar;2;0.4034
conversar;2;0.2902
corpo;2;-0.4996
correr;2;-0.5622
correto;2;0.2382
cortar;2;-0.4371
cozinhar;2;0.2902
cru;2;0.3593
cuidado;2;0.3593
câncer;2;0.2387
danone;2;1.7482
dentro;2;-0.2496
depender;2;-0.3121
descobrir;2;0.2902
desconto;2;-0.1248
deus;2;0.3955
diagnóstico;2;-0.1872
diarreia;2;-0.2496
dieta;2;0.7306
diferente;2;-0.3738
dificuldade;2;-0.3395
digestão;2;-0.1872
diminuir;2;-0.2182
direto;2;0.2382
doce;2;1.308
dor;2;-0.3746
dormir;2;0.3593
doutor;2;-0.2235
dúvida;2;5.4713
emagrecer;2;0.4558
engasgava;2;-0.0624
engolir;2;2.1017
engordar;2;0.9678
enjoar;2;0.4885
entender;2;-0.1963
entrar;2;0.2902
errado;2;-0.1872
específico;2;-0.1872
esperar;2;-0.3121
essencial;2;0.2902
estômago;2;0.7306
evitar;2;-0.1872
exame;2;0.8678
exemplo;2;0.4637
experiência;2;0.7306
explicar;2;-0.6874
falado;2;-0.1872
falta;2;-0.2496
fase;2;0.7306
feijão;2;0.1976
final;2;-0.1872
forma;2;-0.2496
forte;2;-0.3121
forçar;2;-0.4156
fraco;2;-0.1248
frango;2;-0.3121
frente;2;-0.1872
fruta;2;-0.3221
funcionar;2;-0.4371
furado;2;-0.0624
fácil;2;-0.1496
ganhar;2;-0.3746
garrafa;2;-0.5622
gastrostomia;2;-1.0008
geral;2;-0.3121
gostar;2;2.3587
gosto;2;-0.183
graça;2;0.2387
grosso;2;-0.1872
higiene;2;1.0751
hipoclorito;2;0.4034
horrível;2;-0.1872
hospital;2;0.2712
importante;2;-0.1496
imunidade;2;-0.1496
incomodar;2;0.4034
independente;2;0.3593
infecção;2;-0.1872
interessante;2;-0.3121
internar;2;0.4704
intestino;2;0.3088
introdução;2;0.4558
inventar;2;-0.1872
invocar;2;-0.1248
início;2;-0.75
japonês;2;-0.1872
lado;2;0.3593
legume;2;1.1824
leite;2;1.1824
lembrar;2;-0.3121
levar;2;-0.2496
lidar;2;-0.1872
líquido;2;-0.2496
macarrão;2;-0.3746
machucar;2;-0.3746
magro;2;0.2902
maior;2;-0.2182
mal;2;-0.4584
mandar;2;-0.3121
manhã;2;0.3593
manter;2;-0.8753
mato;2;-0.1872
medida;2;-0.1872
medo;2;0.5616
melhorar;2;-0.4371
menos;2;-0.5021
metade;2;-0.0624
metotrexato;2;-0.4371
molho;2;-0.1872
momento;2;-0.3121
monte;2;-0.1872
moído;2;-0.1872
mudar;2;-0.2235
mundo;2;0.2382
mão;2;-0.1872
nariz;2;0.3593
necessidade;2;-0.75
noite;2;0.2902
notar;2;-0.2496
nunca;2;-0.2519
nutricionista;2;0.4034
nutrir;2;1.3115
náusea;2;-1.1263
observar;2;-0.8753
oferecer;2;-0.4371
ontem;2;-0.1496
oral;2;-0.183
ovo;2;0.3593
paladar;2;0.6228
parar;2;-0.6874
parecer;2;-0.5622
passar;2;-0.7752
pedaço;2;-0.1248
pedir;2;-0.5622
pensar;2;-0.183
pequeno;2;0.6228
perceber;2;-0.4371
perder;2;-0.8763
perguntar;2;1.0503
permanecer;2;-0.1248
período;2;-0.2496
peso;2;-0.5678
pesquisar;2;-0.5622
pessoa;2;-0.3121
pior;2;0.4558
praticamente;2;1.3115
preciso;2;-0.1872
preferir;2;-0.1248
preso;2;0.3088
problema;2;0.607
procedimento;2;-0.1872
processo;2;-0.1872
proibir;2;-0.1872
puro;2;0.4558
pó;2;-0.5622
pôr;2;-0.1496
qualidade;2;-0.1872
quantidade;2;0.6228
queijo;2;-0.1248
querer;2;1.0779
questão;2;-0.6844
quimioterapia;2;-0.6868
receio;2;0.2382
recurso;2;-0.1872
relacionar;2;-0.4371
relutante;2;-0.1248
remédio;2;-1.1265
resolver;2;-0.2496
respirar;2;-0.1248
ressecar;2;-0.2496
restrição;2;-0.1872
resultado;2;0.4558
rim;2;-0.1872
ritmo;2;-0.1872
ruim;2;-0.4996
rápido;2;-0.4371
sabor;2;-0.4371
sabão;2;0.2382
sair;2;0.2387
salgado;2;0.6228
salvar;2;2.0673
salvação;2;-0.1248
saudável;2;-0.3746
seguro;2;0.4558
seletivo;2;-0.3121
semana;2;0.8073
sensível;2;-0.2496
sentar;2;-0.5622
sentir;2;-0.5466
sofrer;2;0.2382
soltar;2;-0.3746
sonda;2;1.0694
suco;2;0.1976
suplemento;2;0.77
suprir;2;-0.2496
tempero;2;-0.3121
tomar;2;0.3898
tranquilo;2;-0.5622
tratamento;2;-1.4405
trocar;2;-0.1872
uso;2;-0.5622
uti;2;1.4585
vender;2;1.7146
verdura;2;0.3564
verduras;2;0.2382
via;2;-0.5622
vida;2;0.5356
vitamina;2;-0.3121
voltar;2;-0.3442
vomitar;2;-0.5028
vontade;2;0.2382
ácido;2;-0.1872
água;2;0.5384
ótimo;2;-0.2496
acabar;3;1.9155
aceitar;3;-0.3076
acompanhar;3;0.9131
acostumar;3;-0.1983
acreditar;3;0.3245
adaptar;3;0.4358
adiantar;3;0.2226
adolescente;3;0.581
adorar;3;0.2226
agradecer;3;-0.2645
ajudar;3;-0.4562
alimentação;3;-2.4619
alteração;3;-0.1983
alto;3;-0.1322
ambiente;3;0.4358
amendoim;3;-0.1983
apetite;3;-0.5294
aprender;3;0.4321
apresentar;3;-0.1983
arroz;3;-0.7947
arrumar;3;-0.1983
atrapalhar;3;-0.2645
autismo;3;-0.1983
azedo;3;-0.0661
açúcar;3;-0.4631
bastante;3;-0.7418
bater;3;1.5753
beber;3;-0.3631
bem;3;1.1618
benefício;3;-0.1983
besteira;3;-1.2599
boca;3;1.0062
bola;3;1.7016
bolo;3;-0.1322
bonito;3;0.4358
botar;3;-0.1983
braço;3;2.5537
brigar;3;-0.1983
básico;3;-0.3969
cabeça;3;0.2733
café;3;-0.2645
carne;3;0.2826
casa;3;-0.2204
casca;3;1.0083
cheiro;3;0.5007
comer;3;0.5019
começar;3;-1.3824
