forma;parte;score
japonês;2;-0.4071
lado;2;0.5334
legume;2;0.3046
leite;2;1.2333
lembrar;2;0.3918
levar;2;-0.5429
lidar;2;-0.4071
líquido;2;-0.1505
macarrão;2;-0.8147
machucar;2;-0.8147
magro;2;-0.226
maior;2;0.2768
mal;2;-0.2488
mandar;2;-0.6788
manhã;2;-0.1505
manter;2;-1.1142
mato;2;0.2159
medida;2;-0.4071
medo;2;-0.4644
melhorar;2;0.2221
menos;2;-0.536
metade;2;0.5714
metotrexato;2;0.5494
molho;2;-0.4071
momento;2;-0.226
monte;2;0.2159
moído;2;1.7156
mudar;2;0.3046
mundo;2;0.2933
mão;2;-0.4071
nariz;2;1.2108
necessidade;2;-0.8972
noite;2;-0.226
notar;2;-0.5429
nunca;2;-0.3498
nutricionista;2;-0.3267
nutrir;2;0.7516
náusea;2;-1.5663
observar;2;-0.6363
oferecer;2;-0.9507
ontem;2;-0.4909
oral;2;0.3463
ovo;2;-0.1505
paladar;2;0.2221
parar;2;-0.3982
parecer;2;0.3463
passar;2;0.2895
pedaço;2;-0.2713
pedir;2;-1.2228
pensar;2;-0.5881
pequeno;2;0.2221
perceber;2;-0.3976
perder;2;-0.8006
perguntar;2;0.5334
permanecer;2;-0.2713
período;2;-0.1505
peso;2;-0.469
pesquisar;2;-1.2228
pessoa;2;0.3918
pior;2;0.7516
praticamente;2;0.7516
preciso;2;-0.4071
preferir;2;-0.2713
preso;2;-0.4739
problema;2;1.4565
procedimento;2;0.2159
processo;2;-0.4071
proibir;2;-0.4071
puro;2;0.7516
pó;2;0.3463
pôr;2;2.2125
qualidade;2;-0.4071
quantidade;2;0.2221
queijo;2;0.3329
querer;2;1.8865
questão;2;-0.8408
quimioterapia;2;-1.7997
receio;2;0.7008
recurso;2;-0.4071
relacionar;2;-0.3976
relutante;2;1.1433
remédio;2;-1.6471
resolver;2;-0.1505
respirar;2;1.1433
ressecar;2;-0.5429
restrição;2;0.2159
resultado;2;1.7156
rim;2;-0.4071
ritmo;2;-0.4071
ruim;2;-1.0867
rápido;2;0.2221
sabor;2;1.0536
sabão;2;0.7008
sair;2;0.2658
salgado;2;2.7026
salvar;2;1.2108
salvação;2;-0.2713
saudável;2;-0.8147
seguro;2;0.2159
seletivo;2;-0.6788
semana;2;0.9637
sensível;2;-0.5429
sentar;2;-0.26
sentir;2;-0.995
sofrer;2;0.7008
soltar;2;-0.8147
sonda;2;1.8737
suco;2;0.2221
suplemento;2;0.6268
suprir;2;-0.5429
tempero;2;-0.6788
tomar;2;0.7239
tranquilo;2;-0.5881
tratamento;2;-1.4887
trocar;2;-0.4071
uso;2;1.1921
uti;2;1.3198
vender;2;1.6938
verdura;2;-0.6082
verduras;2;-0.3089
via;2;-0.26
vida;2;-0.1988
vitamina;2;0.3918
voltar;2;-1.2863
vomitar;2;-0.2441
vontade;2;-0.3089
ácido;2;1.7156
água;2;0.7913
ótimo;2;-0.1505
